Id,Kode_Provinsi,Provinsi,Kabupaten_Kota,Jenis_Rumput_Laut,Tahun,Volume_Produksi_Ton,Nilai_Produksi_Rp_Juta,Total_Luas_Lahan_m2
1,51,BALI,BULELENG,RUMPUT LAUT COTTONII,2019,40,81,10751000
2,51,BALI,KLUNGKUNG,RUMPUT LAUT COTTONII,2019,465,676,10751000
3,51,BALI,KLUNGKUNG,RUMPUT LAUT SPINOSUM,2019,36,66,10751000
4,51,BALI,KOTA DENPASAR,RUMPUT LAUT COTTONII,2019,307,460,10751000
5,36,BANTEN,PANDEGLANG,RUMPUT LAUT COTTONII,2019,30,60,952050000
6,36,BANTEN,PANDEGLANG,RUMPUT LAUT SPINOSUM,2019,52,156,952050000
7,36,BANTEN,SERANG,RUMPUT LAUT COTTONII,2019,11905,17858,952050000
8,36,BANTEN,SERANG,RUMPUT LAUT SPINOSUM,2019,10016,15024,952050000
9,36,BANTEN,TANGERANG,RUMPUT LAUT GRACILARIA,2019,431,1724,952050000
10,17,BENGKULU,KAUR,RUMPUT LAUT COTTONII,2019,60,1500,20000000
11,31,DKI JAKARTA,ADM KEP SERIBU,RUMPUT LAUT COTTONII,2019,253,2028,50000
12,75,GORONTALO,GORONTALO UTARA,RUMPUT LAUT COTTONII,2019,7196,35982,413500000
13,75,GORONTALO,GORONTALO UTARA,RUMPUT LAUT SPINOSUM,2019,2100,10500,413500000
14,75,GORONTALO,PAHUWATO,RUMPUT LAUT COTTONII,2019,7,21,413500000
15,75,GORONTALO,PAHUWATO,RUMPUT LAUT SPINOSUM,2019,25,75,413500000
16,33,JAWA TENGAH,BREBES,RUMPUT LAUT COTTONII,2019,10559,10559,1696000000
17,33,JAWA TENGAH,JEPARA,RUMPUT LAUT COTTONII,2019,6543,9815,1696000000
18,33,JAWA TENGAH,JEPARA,RUMPUT LAUT SPINOSUM,2019,10065,18118,1696000000
19,35,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT COTTONII,2019,1027,2260,198467900
20,35,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT SPINOSUM,2019,1714,3771,198467900
21,35,JAWA TIMUR,PACITAN,RUMPUT LAUT COTTONII,2019,1,5,198467900
22,35,JAWA TIMUR,PACITAN,RUMPUT LAUT SPINOSUM,2019,55,278,198467900
23,35,JAWA TIMUR,PAMEKASAN,RUMPUT LAUT COTTONII,2019,403,1413,198467900
24,35,JAWA TIMUR,PAMEKASAN,RUMPUT LAUT SPINOSUM,2019,331,653,198467900
25,35,JAWA TIMUR,SITUBONDO,RUMPUT LAUT COTTONII,2019,51,72,198467900
26,35,JAWA TIMUR,SUMENEP,RUMPUT LAUT COTTONII,2019,670453,3352265,198467900
27,61,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT SPINOSUM,2019,20,500,2000000
28,63,KALIMANTAN SELATAN,KOTABARU,RUMPUT LAUT COTTONII,2019,50,199,62599000
29,63,KALIMANTAN SELATAN,TANAH BUMBU,RUMPUT LAUT COTTONII,2019,25,47,62599000
30,64,KALIMANTAN TIMUR,KOTA BALIKPAPAN,RUMPUT LAUT COTTONII,2019,25,96,247500600
31,64,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT COTTONII,2019,5619,13969,247500600
32,64,KALIMANTAN TIMUR,KUTAI KARTANEGARA,RUMPUT LAUT COTTONII,2019,653,2869,247500600
33,64,KALIMANTAN TIMUR,KUTAI TIMUR,RUMPUT LAUT COTTONII,2019,102,683,247500600
34,64,KALIMANTAN TIMUR,PASER,RUMPUT LAUT COTTONII,2019,8,21,247500600
35,64,KALIMANTAN TIMUR,PENAJAM PASER UTARA,RUMPUT LAUT COTTONII,2019,33,49,247500600
36,65,KALIMANTAN UTARA,KOTA TARAKAN,RUMPUT LAUT COTTONII,2019,152576,333602,25152000000
37,65,KALIMANTAN UTARA,NUNUKAN,RUMPUT LAUT COTTONII,2019,337122,452339,25152000000
38,21,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT COTTONII,2019,1004,9540,186720000
39,21,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT SPINOSUM,2019,1208,9670,186720000
40,21,KEPULAUAN RIAU,KEPULAUAN ANAMBAS,RUMPUT LAUT COTTONII,2019,1,9,186720000
41,21,KEPULAUAN RIAU,KOTA BATAM,RUMPUT LAUT COTTONII,2019,2582,24531,186720000
42,21,KEPULAUAN RIAU,LINGGA,RUMPUT LAUT COTTONII,2019,1,9,186720000
43,21,KEPULAUAN RIAU,NATUNA,RUMPUT LAUT COTTONII,2019,13,164,186720000
44,18,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT COTTONII,2019,2048,4096,267000000
45,18,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT SPINOSUM,2019,2133,4266,267000000
46,81,MALUKU,KAB MALUKU TENGGARA BARAT,RUMPUT LAUT COTTONII,2019,78655,393275,7745500000
47,81,MALUKU,KEPULAUAN ARU,RUMPUT LAUT COTTONII,2019,24995,74987,7745500000
48,81,MALUKU,KOTA AMBON,RUMPUT LAUT COTTONII,2019,228,1820,7745500000
49,81,MALUKU,KOTA TUAL,RUMPUT LAUT COTTONII,2019,260350,611823,7745500000
50,81,MALUKU,MALUKU BARAT DAYA,RUMPUT LAUT COTTONII,2019,19427,23312,7745500000
51,81,MALUKU,MALUKU TENGGARA,RUMPUT LAUT COTTONII,2019,234606,557191,7745500000
52,81,MALUKU,SERAM BAGIAN BARAT,RUMPUT LAUT COTTONII,2019,168,505,7745500000
53,81,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT COTTONII,2019,83,416,7745500000
54,82,MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT SPINOSUM,2019,102,617,426881900
55,82,MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT SPINOSUM,2019,151,910,426881900
56,82,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT COTTONII,2019,21,126,426881900
57,82,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT SPINOSUM,2019,30,185,426881900
58,82,MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT COTTONII,2019,619,2945,426881900
59,82,MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT SARGASSUM,2019,56235,281548,426881900
60,82,MALUKU UTARA,KOTA TIDORE KEPULAUAN,RUMPUT LAUT COTTONII,2019,10,42,426881900
61,82,MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT SARGASSUM,2019,5790,23160,426881900
62,82,MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT SARGASSUM,2019,18592,86370,426881900
63,52,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT COTTONII,2019,55981,83972,18563196200
64,52,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT SPINOSUM,2019,57020,85530,18563196200
65,52,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT COTTONII,2019,1044,5010,18563196200
66,52,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT GRACILARIA,2019,104,261,18563196200
67,52,NUSA TENGGARA BARAT,LOMBOK BARAT,RUMPUT LAUT SPINOSUM,2019,52688,237096,18563196200
68,52,NUSA TENGGARA BARAT,LOMBOK TENGAH,RUMPUT LAUT COTTONII,2019,27503,78615,18563196200
69,52,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT COTTONII,2019,3863,11590,18563196200
70,52,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT SPINOSUM,2019,120,241,18563196200
71,52,NUSA TENGGARA BARAT,SUMBAWA,RUMPUT LAUT COTTONII,2019,580509,1886805,18563196200
72,52,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT COTTONII,2019,51500,154500,18563196200
73,52,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT SPINOSUM,2019,37672,111316,18563196200
74,53,NUSA TENGGARA TIMUR,ALOR,RUMPUT LAUT COTTONII,2019,1902,4756,7814744800
75,53,NUSA TENGGARA TIMUR,FLORES TIMUR,RUMPUT LAUT COTTONII,2019,112371,280928,7814744800
76,53,NUSA TENGGARA TIMUR,KUPANG,RUMPUT LAUT COTTONII,2019,1277765,3833295,7814744800
77,53,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT COTTONII,2019,337,843,7814744800
78,53,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT SPINOSUM,2019,10,26,7814744800
79,53,NUSA TENGGARA TIMUR,NAGEKEO,RUMPUT LAUT COTTONII,2019,60,180,7814744800
80,53,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT COTTONII,2019,299,1049,7814744800
81,53,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT COTTONII,2019,101071,389661,7814744800
82,53,NUSA TENGGARA TIMUR,SABU RAIJUA,RUMPUT LAUT COTTONII,2019,75759,215914,7814744800
83,53,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,RUMPUT LAUT COTTONII,2019,3319,11618,7814744800
84,53,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT COTTONII,2019,22843,57109,7814744800
85,94,PAPUA,BIAK NUMFOR,RUMPUT LAUT COTTONII,2019,110,165,25808000
